,user_id,account_creation_time,seniority
138,8e31ed180bb2988dd93f9,2022-07-06 06:16:48.614,Freshman
139,82d8cce80a8cbf5b40788,2022-06-20 19:32:15.199,Sophomore
140,8e8303e80b85e0478b0e7,2022-07-04 03:23:58.353,Sophomore
141,9d8c70b80a4a38b1ff78a,2022-06-19 04:15:17.752,Freshman
142,81c117980a3cae1b40788,2022-06-18 12:50:51.812,Sophomore
143,8fdee3780bbf88f78b0e7,2022-07-06 20:51:37.958,Sophomore
144,9f145c580a958491ff78a,2022-06-22 17:46:59.286,Junior
145,9fd7ea380abdb341ff78a,2022-06-24 15:38:38.687,Junior
146,9ee900280a8ccf31ff78a,2022-06-22 08:01:01.115,Sophomore
147,9f3fbff80aa135e1ff78a,2022-06-23 07:13:44.348,Freshman
148,81b95c580a3bb98b40788,2022-06-18 11:45:36.743,Senior
149,8d3fa0880980874d85e48,2022-06-09 14:46:22.476,Senior
150,8b9e152809fd4d8c82148,2022-06-15 12:44:16.987,Senior
151,8c282cc80938222d85e48,2022-06-06 04:24:12.708,Sophomore
152,81e781280b81efe8a4284,2022-07-02 10:30:32.763,Junior
153,8874b5280b812b8c7002f,2022-07-02 09:38:08.825,Sophomore
154,812e45880b3f47f8a4284,2022-06-30 19:04:41.794,Sophomore
155,9de738880a5df181ff78a,2022-06-20 02:41:38.434,Sophomore
156,889528180abd8fe0ddefb,2022-06-24 15:20:40.874,Junior
157,8d318b380b87288dd93f9,2022-07-04 04:51:30.943,Sophomore
158,8b8b7c9809f9238c82148,2022-06-15 08:00:02.189,Freshman
159,81c331080a3ce88b40788,2022-06-18 13:06:24.179,Senior
160,8b92da580ae9af811f135,2022-06-26 17:41:22.828,Junior
161,8e7931c80bbd3eadd93f9,2022-07-06 18:23:48.347,Senior
162,8e484ba80bb8f9add93f9,2022-07-06 11:15:48.927,Senior
163,8b1dbe3809df244c82148,2022-06-14 02:25:18.787,Sophomore
164,8153d0980a2778ab40788,2022-06-17 12:43:00.648,Sophomore
165,8205b7d80b882b58a4284,2022-07-02 15:19:27.932,Junior
166,8b9b42480aeb12a11f135,2022-06-26 19:16:04.904,Senior
167,8e9885080b88d0c78b0e7,2022-07-04 06:44:38.689,Sophomore
168,8e8547880b884b878b0e7,2022-07-04 03:52:32.228,Freshman
169,9fc875280abb20a1ff78a,2022-06-24 12:43:00.290,Freshman
170,87c133e80af12ce0ddefb,2022-06-27 02:12:40.649,Senior
171,81848ab80a2a078b40788,2022-06-17 15:37:38.414,Freshman
172,8102e3980b37e938a4284,2022-06-30 10:41:33.869,Freshman
173,8b9cfc180aeb50d11f135,2022-06-26 19:32:39.247,Freshman
174,818428f80a3173eb40788,2022-06-18 00:04:24.030,Junior
175,81e201c80a41a3bb40788,2022-06-18 18:29:25.846,Senior
176,8183e5e80b4a8798a4284,2022-07-01 07:44:03.744,Sophomore
177,9d7c77280a4c9731ff78a,2022-06-19 06:57:01.880,Senior
178,9cd7a7180a2d99a1ff78a,2022-06-17 19:41:24.452,Sophomore
179,8e8dfc880b1fca9a8a7fb,2022-06-29 07:14:59.969,Sophomore
180,82200d780a4d910b40788,2022-06-19 08:03:38.899,Sophomore
181,9e259b980a881151ff78a,2022-06-20 14:12:47.012,Senior
182,824c82780b739018a4284,2022-07-03 06:33:47.090,Sophomore
183,8cedc74809887cdd85e48,2022-06-08 11:25:11.268,Sophomore
184,913db3980a088f38500f4,2022-06-15 23:16:13.593,Freshman
185,9e82e2580a744291ff78a,2022-06-21 04:05:07.865,Freshman
186,8a481c88097878ebea2a4,2022-06-09 03:19:52.869,Junior
187,8b2bb52809e2835c82148,2022-06-14 06:06:55.716,Freshman
188,8890f0f80b014b8c7002f,2022-06-27 20:33:04.061,Junior
189,9f3e59180aa0e781ff78a,2022-06-23 06:52:50.179,Senior
190,8a8984a8097ffb4bea2a4,2022-06-09 14:09:02.080,Senior
191,8cfaeb080b7d2c8dd93f9,2022-07-03 17:29:52.319,Junior
192,9eb514c80a80aa41ff78a,2022-06-21 18:11:58.345,Freshman
193,8228f8780a4e929b40788,2022-06-19 09:12:19.009,Junior
194,8d479dc80982a02d85e48,2022-06-09 17:09:32.201,Sophomore
195,81551c080a27a04b40788,2022-06-17 12:53:34.037,Senior
196,85eed3b80a9ca8b0ddefb,2022-06-23 02:03:01.418,Sophomore
197,8147a8a80b452518a4284,2022-07-01 01:44:59.426,Junior
198,870cb3b80b194a7c7002f,2022-06-28 23:51:13.675,Sophomore
199,8ed20a180b907ac78b0e7,2022-07-04 15:27:50.388,Freshman
200,88994a180b889abc7002f,2022-07-02 15:49:09.429,Sophomore
201,918357f80a108958500f4,2022-06-16 10:37:19.408,Senior
202,81a1fba80a379aab40788,2022-06-18 07:04:20.118,Sophomore
203,81a25de80a37a58b40788,2022-06-18 07:07:12.458,Sophomore
204,8ca338b80953a1dd85e48,2022-06-07 11:41:27.267,Sophomore
205,8e89b8880b80e2978b0e7,2022-07-03 21:43:15.165,Sophomore
206,8b383cd80ade1f111f135,2022-06-26 04:31:55.741,Junior
207,9df8ee980a8182d1ff78a,2022-06-20 06:45:11.201,Sophomore
208,9cb4caf80a2711c1ff78a,2022-06-17 12:15:34.837,Freshman
209,8e2a75880bb14f0dd93f9,2022-07-06 04:48:58.177,Sophomore
210,888d40e80b84ecfc7002f,2022-07-03 21:49:33.887,Junior
211,8e550e980b7d38b78b0e7,2022-07-03 17:33:10.064,Sophomore
212,8b3f205809e8c0bc82148,2022-06-14 11:04:53.424,Sophomore
213,9c5d4e2809a9811800a21,2022-06-11 13:23:39.890,Senior
214,87332fc80ada51f0ddefb,2022-06-26 00:12:25.890,Senior
215,818df7e80a33c80b40788,2022-06-18 02:42:50.875,Sophomore
216,9055dd8809d14808500f4,2022-06-13 10:38:34.583,Sophomore
217,8ea2d8c80b8a5a778b0e7,2022-07-04 08:29:37.095,Senior
218,88b15e480b08ba8c7002f,2022-06-28 05:00:34.251,Freshman
219,9e4e98480a8fd7e1ff78a,2022-06-20 23:03:36.867,Sophomore
220,81fc79880a4759fb40788,2022-06-19 00:59:21.150,Freshman
221,8a28ee38098cc83bea2a4,2022-06-08 16:18:21.308,Junior
222,889ad8480b88c7bc7002f,2022-07-02 16:01:09.499,Sophomore
223,904c13f809cf4838500f4,2022-06-13 08:22:05.112,Junior
224,9070f82809d85878500f4,2022-06-13 16:24:17.760,Sophomore
225,85948be80a889880ddefb,2022-06-22 03:13:20.941,Sophomore
226,87c94b880af28df0ddefb,2022-06-27 03:46:49.676,Sophomore
227,8cbc59380958cf4d85e48,2022-06-07 17:34:54.730,Freshman
228,87877e980ae87ee0ddefb,2022-06-26 14:03:36.634,Freshman
229,913845b80a048308500f4,2022-06-15 20:56:26.848,Sophomore
230,9dd501b80a5993f1ff78a,2022-06-19 21:43:37.800,Junior
231,9cea0a280a3158a1ff78a,2022-06-17 23:57:08.418,Sophomore
232,8ab8497809927babea2a4,2022-06-10 11:12:04.987,Junior
233,8729a2980ad7fec0ddefb,2022-06-25 21:33:42.660,Sophomore
234,88c352380ac77110ddefb,2022-06-25 02:43:39.267,Junior
235,9e48a8080a8e1571ff78a,2022-06-20 21:03:29.264,Junior
236,820b0b080a4acf3b40788,2022-06-19 04:55:25.187,Sophomore
237,873fe3880b24743c7002f,2022-06-29 12:33:17.072,Sophomore
238,89002ed80924e9bbea2a4,2022-06-05 06:32:05.419,Junior
239,9d5d8e180a48b8b1ff78a,2022-06-19 00:15:49.703,Senior
240,872158e80b1e01cc7002f,2022-06-29 05:13:10.473,Sophomore
241,9c9c3ec80a231811ff78a,2022-06-17 07:43:39.001,Senior
242,8db0a128099974dd85e48,2022-06-10 19:08:07.529,Freshman
243,8b05e0580ad408e11f135,2022-06-25 17:03:20.058,Senior
244,8b9891c809fb97fc82148,2022-06-15 10:47:37.313,Freshman
245,82acb3880a85784b40788,2022-06-20 11:14:54.299,Sophomore
246,8c4bb5f8093fc48d85e48,2022-06-06 13:05:22.255,Freshman
247,9d2722180a3cc931ff78a,2022-06-18 12:58:05.059,Sophomore
248,9ce18ab80a2f9b81ff78a,2022-06-17 21:58:24.512,Senior
249,8b15c49809dcfcdc82148,2022-06-13 23:58:15.909,Junior
250,902dbca809c8d8b8500f4,2022-06-13 01:02:45.280,Sophomore
251,8e49f4a80b7ba5c78b0e7,2022-07-03 15:45:42.271,Sophomore
252,817d40180b4ef5f8a4284,2022-07-01 12:55:05.726,Junior
253,8fdbd5780bbebd178b0e7,2022-07-06 20:12:11.216,Junior
254,8ba5d15809fe83ac82148,2022-06-15 13:58:28.243,Junior
255,811388a80b3ab028a4284,2022-06-30 13:51:08.716,Sophomore
256,85cfdea80a93f5a0ddefb,2022-06-22 16:09:08.941,Sophomore
257,8dee8fc80b01bafa8a7fb,2022-06-27 21:02:49.775,Freshman
258,8ae0ce580acf01911f135,2022-06-25 11:20:03.255,Sophomore
259,9095a13809df9af8500f4,2022-06-14 02:56:57.143,Freshman
260,88c0c7880b8e80ac7002f,2022-07-03 00:39:48.908,Senior
261,888c0dd80ab8cfe0ddefb,2022-06-24 07:48:24.276,Sophomore
262,8aec2a88099c852bea2a4,2022-06-10 22:37:16.470,Junior
263,8aa8a2e8098fc87bea2a4,2022-06-10 08:07:13.384,Sophomore
264,81ae59f80b57fda8a4284,2022-07-01 23:11:32.186,Freshman
265,9d83ce380a480a81ff78a,2022-06-19 01:46:24.309,Senior
266,885e18080af93d9c7002f,2022-06-27 11:23:15.839,Freshman
267,85b77b980a8f8280ddefb,2022-06-22 10:56:50.062,Junior
268,81084ad80b38c228a4284,2022-06-30 11:39:24.635,Sophomore
269,8aa13f88098e97fbea2a4,2022-06-10 06:46:33.147,Freshman
270,828154780a584bdb40788,2022-06-19 17:59:35.733,Freshman
271,8c1282880a18111c82148,2022-06-16 19:11:23.003,Freshman
272,822b7a980b8dc238a4284,2022-07-02 23:57:33.953,Senior
273,8bb9ddf80af172111f135,2022-06-27 02:31:07.136,Freshman
274,901af35809c38478500f4,2022-06-12 18:59:29.550,Sophomore
275,8c17d8880a19889c82148,2022-06-16 20:42:27.476,Freshman
276,8e8750180bbfff8dd93f9,2022-07-06 21:31:46.375,Sophomore
277,908ff8a809de52c8500f4,2022-06-14 01:29:26.765,Freshman
278,8baa099809ff3fdc82148,2022-06-15 14:57:11.150,Junior
279,8c83187809adf4bcc7b2a,2022-06-11 18:27:33.293,Junior
280,884feeb80af8f78c7002f,2022-06-27 08:48:00.124,Freshman
281,9ca718580a250ed1ff78a,2022-06-17 09:58:15.496,Junior
282,8e8788b80b170f0a8a7fb,2022-06-28 21:18:50.932,Senior
283,8fe03f580bbfb2478b0e7,2022-07-06 21:11:10.877,Sophomore
284,90ed854809f3f328500f4,2022-06-15 02:05:48.846,Junior
285,90bb888809e821e8500f4,2022-06-14 12:39:04.010,Sophomore
286,875a13880b29a92c7002f,2022-06-29 18:28:44.148,Sophomore
287,830183f80a75c1fb40788,2022-06-21 05:47:21.778,Freshman
288,8daa4e980af72d2a8a7fb,2022-06-27 09:02:20.510,Senior
289,8b7d4a2809f5c4fc82148,2022-06-15 04:10:01.757,Freshman
290,82f83d280a74014b40788,2022-06-21 03:47:42.535,Sophomore
291,8b92d0880ae9ad711f135,2022-06-26 17:40:49.445,Senior
292,9f1bcc280a972521ff78a,2022-06-22 19:46:36.272,Junior
293,8494dce809b0de4a3c50e,2022-06-11 21:46:22.569,Senior
294,8a7a8df80984118bea2a4,2022-06-09 18:48:02.024,Senior
295,9128a0480a0082f8500f4,2022-06-15 16:14:49.726,Senior
296,8f803f480bb09e178b0e7,2022-07-06 04:01:47.065,Junior
297,82098db80a4aa8ab40788,2022-06-19 04:45:08.884,Sophomore
298,8bfcfa880a13780c82148,2022-06-16 13:57:30.292,Senior
299,88bddb880b0a883c7002f,2022-06-28 07:03:41.786,Senior
300,9d8c9ea80a4e7011ff78a,2022-06-19 09:03:07.621,Junior
301,9cfbc8280a357c91ff78a,2022-06-18 04:39:47.816,Sophomore
302,9081501809da5a28500f4,2022-06-13 20:58:20.868,Junior
303,872172880ad5e150ddefb,2022-06-25 19:09:19.032,Sophomore
304,8eb79b880b8d80878b0e7,2022-07-04 11:56:02.474,Freshman
305,8e21c1480baf4afdd93f9,2022-07-06 02:31:21.729,Senior
306,8e8dbf780b1fb88a8a7fb,2022-06-29 07:10:10.058,Sophomore
307,8d84c7c80b93233dd93f9,2022-07-04 18:29:17.280,Sophomore
308,8c13a9580a1821ec82148,2022-06-16 19:15:52.881,Senior
309,8f901e880bb422978b0e7,2022-07-06 08:01:56.021,Senior
310,8d2998280b85a8add93f9,2022-07-04 03:09:08.948,Junior
311,884f78180af8e78c7002f,2022-06-27 08:43:44.322,Junior
312,8870b7880ab7b8b0ddefb,2022-06-24 08:50:29.366,Freshman
313,81ad0a180a39babb40788,2022-06-18 09:29:25.385,Freshman
314,87d908480af4cbf0ddefb,2022-06-27 06:19:53.214,Junior
315,8d9a8c880b972b1dd93f9,2022-07-04 23:04:27.365,Sophomore
316,87f54e280b4a71bc7002f,2022-07-01 07:46:45.176,Junior
317,8de1ba880aff11aa8a7fb,2022-06-27 18:01:08.271,Junior
318,8b89bfb809f8dbbc82148,2022-06-15 07:40:53.986,Freshman
319,8bcba4880af438211f135,2022-06-27 05:40:28.970,Sophomore
320,825db9580a55937b40788,2022-06-19 17:10:25.647,Junior
321,918489780a17fa98500f4,2022-06-16 19:05:23.961,Sophomore
322,88df81b80b74145c7002f,2022-07-03 07:09:03.389,Junior
323,9cd133980a2bd7d1ff78a,2022-06-17 17:41:27.156,Junior
324,87c50e880b40ed8c7002f,2022-06-30 20:57:04.351,Sophomore
325,8f7a8cf80bafa8e78b0e7,2022-07-06 02:56:24.269,Junior
326,8b47ee9809e83f1c82148,2022-06-14 12:46:51.826,Sophomore
327,9ca482280a249ac1ff78a,2022-06-17 09:27:18.159,Sophomore
328,8121a5e80b3d01f8a4284,2022-06-30 16:29:29.905,Freshman
329,87a49da80aeb2770ddefb,2022-06-26 19:21:37.977,Sophomore
330,8f98e4180bb5ed278b0e7,2022-07-06 10:04:12.086,Sophomore
331,9d5b32380a482e11ff78a,2022-06-18 23:39:23.725,Sophomore
332,8fcb5f480bbc80d78b0e7,2022-07-06 17:24:40.064,Sophomore
333,87f121780b49dc2c7002f,2022-07-01 07:06:52.812,Freshman
334,9ede97180a8ac5d1ff78a,2022-06-22 05:41:59.441,Senior
335,8ef812480b98bb078b0e7,2022-07-04 22:34:34.905,Sophomore
336,8d9583f80994880d85e48,2022-06-10 13:22:50.626,Sophomore
337,885e4a380af943bc7002f,2022-06-27 11:24:53.289,Freshman
338,8db272e80af8908a8a7fb,2022-06-27 10:37:04.155,Senior
339,904107d809cd48b8500f4,2022-06-13 06:06:13.916,Junior
340,88ebf4580b12038c7002f,2022-06-28 15:34:26.780,Sophomore
341,8e3b93a80b0f4b8a8a7fb,2022-06-28 12:28:50.980,Sophomore
342,8af95ac80ad215511f135,2022-06-25 14:50:07.391,Junior
343,8251fd880a53955b40788,2022-06-19 14:54:23.297,Junior
344,9008284809bfe7b8500f4,2022-06-12 14:52:53.459,Junior
345,9d53ca180a44b181ff78a,2022-06-18 21:57:54.607,Sophomore
346,8e048cf80ba880fdd93f9,2022-07-05 18:47:53.685,Junior
347,8d7e289809905f4d85e48,2022-06-10 08:47:58.755,Freshman
348,9d9038880a4ee931ff78a,2022-06-19 09:35:25.053,Sophomore
349,8beb13580a0f8bdc82148,2022-06-16 09:29:43.617,Sophomore
350,8878a1080ab92080ddefb,2022-06-24 10:26:26.901,Sophomore
351,8f4148b80ba35f278b0e7,2022-07-05 12:57:32.869,Freshman
352,878a27380b35ea4c7002f,2022-06-30 08:25:18.081,Sophomore
353,8c93543809b2887cc7b2a,2022-06-11 23:39:29.520,Freshman
354,8d144c380973c5ed85e48,2022-06-09 00:15:36.587,Sophomore
355,8b48488809e8512c82148,2022-06-14 12:51:40.316,Sophomore
356,82390b480a5087db40788,2022-06-19 11:25:59.337,Senior
357,9d3c4f480a3ffd11ff78a,2022-06-18 16:36:43.436,Senior
358,8d5e39780b8e00bdd93f9,2022-07-04 12:38:45.512,Senior
359,872e15280b209acc7002f,2022-06-29 08:10:30.719,Sophomore
360,80ebc0080b338a88a4284,2022-06-30 05:34:40.845,Senior
361,8173d3a80a2dd4db40788,2022-06-17 19:57:11.930,Senior
362,9e178d280a85ffd1ff78a,2022-06-20 11:51:35.485,Senior
363,8dc747d80b9f381dd93f9,2022-07-05 08:14:03.517,Sophomore
364,88c059e80b0af18c7002f,2022-06-28 07:31:46.778,Freshman
365,8cc22e88095a90dd85e48,2022-06-07 19:34:47.020,Junior
366,875ef9c80ae245b0ddefb,2022-06-26 09:15:17.983,Sophomore
367,8e5183e80bb8508dd93f9,2022-07-06 12:47:12.594,Senior
368,830d8d380a779e7b40788,2022-06-21 07:54:25.226,Senior
369,8747eb280aded100ddefb,2022-06-26 05:19:22.261,Sophomore
370,8b3723f809e529cc82148,2022-06-14 09:16:22.845,Senior
371,89b388d8094d182bea2a4,2022-06-07 04:15:08.632,Freshman
372,8ae0e5980999a88bea2a4,2022-06-10 19:21:52.549,Senior
373,89a37bf80948994bea2a4,2022-06-06 23:08:14.779,Senior
374,823d24580b711528a4284,2022-07-03 03:44:28.342,Sophomore
375,82b7a1d80a87534b40788,2022-06-20 13:22:06.212,Junior
376,8c3345f8093b014d85e48,2022-06-06 07:40:14.230,Freshman
377,9fd2e1880abd0c81ff78a,2022-06-24 14:54:10.584,Senior
